# This is an energyscan from ideadb.uibk.ac.at
# It shows CH2COOH- coming from ß-Alanine (C3H7NO2)
# Creation date: May 1, 2011
# It was published in "Dissociative Electron Attachment to ß-Alanine" in ChemPhysChem in 2011
# DOI: 10.1002/cphc.201001014
# Further information: http://ideadb.uibk.ac.at/view/54
# Electron Energy	1/s
7.590000	0.535460
7.610000	0.498350
7.630000	0.503650
7.650000	0.477140
7.670000	0.450630
7.690000	0.471840
7.710000	0.477140
7.730000	0.514250
7.750000	0.418830
7.770000	0.445330
7.790000	0.339300
7.810000	0.450630
7.830000	0.371110
7.850000	0.466540
7.870000	0.440030
7.890000	0.402920
7.910000	0.392320
7.930000	0.371110
7.950000	0.408220
7.970000	0.424130
7.990000	0.365810
8.010000	0.418830
8.030000	0.344600
8.050000	0.450630
8.070000	0.339300
8.090000	0.387020
8.110000	0.434730
8.130000	0.355210
8.150000	0.387020
8.170000	0.392320
8.190000	0.323400
8.210000	0.455940
8.230000	0.455940
8.250000	0.408220
8.270000	0.450630
8.290000	0.498350
8.310000	0.291590
8.330000	0.418830
8.350000	0.471840
8.370000	0.307490
8.390000	0.328700
8.410000	0.355210
8.430000	0.392320
8.450000	0.344600
8.470000	0.381710
8.490000	0.360510
8.510000	0.365810
8.530000	0.392320
8.550000	0.355210
8.570000	0.291590
8.590000	0.355210
8.610000	0.312790
8.630000	0.429430
8.650000	0.397620
8.670000	0.371110
8.690000	0.371110
8.710000	0.307490
8.730000	0.355210
8.750000	0.349900
8.770000	0.397620
8.790000	0.323400
8.810000	0.440030
8.830000	0.450630
8.850000	0.365810
8.870000	0.397620
8.890000	0.392320
8.910000	0.387020
8.930000	0.402920
8.950000	0.418830
8.970000	0.349900
8.990000	0.387020
9.010000	0.429430
9.030000	0.318100
9.050000	0.418830
9.070000	0.265080
9.090000	0.270380
9.110000	0.312790
9.130000	0.312790
9.150000	0.365810
9.170000	0.254480
9.190000	0.307490
9.210000	0.312790
9.230000	0.291590
9.250000	0.286290
9.270000	0.275680
9.290000	0.296890
9.310000	0.312790
9.330000	0.302190
9.350000	0.286290
9.370000	0.259780
9.390000	0.265080
9.410000	0.270380
9.430000	0.249170
9.450000	0.259780
9.470000	0.180250
9.490000	0.233270
9.510000	0.286290
9.530000	0.280980
9.550000	0.243870
9.570000	0.222670
9.590000	0.249170
9.610000	0.190860
9.630000	0.212060
9.650000	0.222670
9.670000	0.270380
9.690000	0.222670
9.710000	0.153750
9.730000	0.153750
9.750000	0.206760
9.770000	0.249170
9.790000	0.212060
9.810000	0.185560
9.830000	0.159050
9.850000	0.217370
9.870000	0.137840
9.890000	0.180250
9.910000	0.254480
9.930000	0.159050
9.950000	0.116630
9.970000	0.185560
9.990000	0.116630
10.010000	0.100730
10.030000	0.201460
10.050000	0.148440
10.070000	0.116630
10.090000	0.164350
10.110000	0.127240
10.130000	0.159050
10.150000	0.180250
10.170000	0.127240
10.190000	0.185560
10.210000	0.174950
10.230000	0.111330
10.250000	0.100730
10.270000	0.090130
10.290000	0.153750
10.310000	0.143140
10.330000	0.116630
10.350000	0.153750
10.370000	0.159050
10.390000	0.095430
10.410000	0.084830
10.430000	0.127240
10.450000	0.127240
10.470000	0.100730
10.490000	0.164350
10.510000	0.164350
10.530000	0.116630
10.550000	0.058320
10.570000	0.106030
10.590000	0.127240
10.610000	0.116630
10.630000	0.116630
10.650000	0.106030
10.670000	0.111330
10.690000	0.111330
10.710000	0.111330
10.730000	0.106030
10.750000	0.127240
10.770000	0.095430
10.790000	0.143140
10.810000	0.090130
10.830000	0.127240
10.850000	0.084830
10.870000	0.143140
10.890000	0.068920
10.910000	0.106030
10.930000	0.121940
10.950000	0.127240
10.970000	0.100730
10.990000	0.132540
11.010000	0.100730
11.030000	0.068920
11.050000	0.079520
11.070000	0.111330
11.090000	0.095430
11.110000	0.153750
11.130000	0.121940
11.150000	0.079520
11.170000	0.116630
11.190000	0.116630
11.210000	0.143140
11.230000	0.090130
11.250000	0.132540
11.270000	0.111330
11.290000	0.074220
11.310000	0.116630
11.330000	0.074220
11.350000	0.079520
11.370000	0.100730
11.390000	0.127240
11.410000	0.116630
11.430000	0.084830
11.450000	0.132540
11.470000	0.095430
11.490000	0.116630
11.510000	0.127240
11.530000	0.111330
11.550000	0.111330
11.570000	0.132540
11.590000	0.106030
11.610000	0.185560
11.630000	0.106030
