# This is an energyscan from ideadb.uibk.ac.at
# It shows C4H2N2O2- coming from Uracil (C4H4N2O2)
# Creation date: Dec. 30, 2004
# It was published in "Electron attachment to gas-phase uracil" in Journal of Chemical Physics in 2004
# DOI: 10.1063/1.1649724
# Further information: http://ideadb.uibk.ac.at/view/42
# Electron Energy	1/s
10.998720	0.014010
11.028140	0.014970
11.057560	0.014190
11.086980	0.010280
11.116400	0.011040
11.145820	0.009790
11.175240	0.011420
11.204660	0.012350
11.234080	0.012510
11.263500	0.014320
11.292920	0.013190
11.322340	0.013790
11.351760	0.010010
11.381180	0.009650
11.410600	0.008600
11.440020	0.008490
11.469440	0.006770
11.498860	0.010060
11.528280	0.007930
11.557700	0.007700
11.587120	0.011190
11.616540	0.010470
11.645960	0.008460
11.675380	0.006360
11.704800	0.008050
11.734220	0.007410
11.763640	0.006830
11.793060	0.008600
11.822480	0.009390
11.851900	0.007060
11.881320	0.007000
11.910740	0.005940
11.940160	0.005560
11.969580	0.006020
11.999000	0.005680
12.028420	0.006780
12.057840	0.007340
12.087260	0.004800
12.116680	0.004470
12.146100	0.003880
12.175520	0.004900
12.204940	0.003590
12.234360	0.005020
12.263780	0.005380
12.293200	0.006890
12.322620	0.004130
12.352040	0.003340
12.381460	0.004860
12.410880	0.003390
12.440300	0.003170
12.469720	0.003900
12.499140	0.003270
12.528560	0.002140
12.557980	0.001930
12.587400	0.001790
12.616820	0.003090
12.646240	0.002690
12.675660	0.003800
12.705080	0.003470
12.734500	0.002260
12.763920	0.001900
12.793340	0.002170
12.822760	0.001940
12.852180	0.002600
12.881600	0.000917
12.911020	0.002670
12.940440	0.000999
12.969860	0.001730
12.999280	0.002470
13.028700	0.002390
13.058120	0.002530
13.087540	0.001330
13.116960	0.001960
13.146380	0.001900
13.175800	0.001610
13.205220	0.001630
13.234640	0.002240
13.264060	0.001940
13.293480	0.001380
13.322900	0.001770
13.352320	0.001520
13.381740	0.001520
13.411160	0.001010
13.440580	0.001260
13.470000	0.002020
